County, Sex, Xiang, P001, P002, P003, P004, P005, P006, P007, P008, P009, P010, P011, P012, P013, P014, P015, P016, P017, P018, P019, P020, P021, P022, P023, P024, P025, P026, P027, P028, P029, P030, P031, P032, P034, P036, P037, P038, P039, P040, P041, P042, P044, P045, P046, P047, P048, R002, R003, R004, R005, R006, R007, R008, R009, R010, R011, R012, R013, R014, R015, R016, R017, R018, R019, R020, R021, R022, R023, R024, R025, R026, U001, U002, U003, U004, U005, U006, U007, U008, U009, U010, U011, U012, U013, U015, U016, U017, U018, U019, U020, U021, U022, U023, U024, U025, U026, U027, U028, U029, U030, 
ZF,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZF,T,3,195   ,45.5  ,149.2 ,123.9 ,78.7  ,4.4   ,8.16  , 4.54 , 23.8 , 5.55 , 6.63 ,52.0  ,4.06  , 528  ,130   , 4.95 , 27.9 , 3.48 , 2.80 ,11.08 , 2.83 , 3.78 , 3.80 ,11.7  ,0.83  ,28.63 ,0.128 ,14.1  ,3.45  ,13.9  ,0.126 ,0.263 ,457   , 93.6 ,18.6  ,3.5   , 6.5  ,1.91  ,.     , 25   , 88.2 ,.     ,.     ,.     ,.     ,1.14  ,50.8  , 16.3 ,25.5  , 7.40 ,32.9  , 0.66 ,0.24  ,20.2  ,17.8  ,0.40  ,1.69  ,10.55 ,0.23  ,10.4  ,0.35  , 0.44 , 4.88 ,1.64  ,1.35  , 4.42 , 9.08 ,0.43  ,1.73  ,14.3  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZG,M,1,194   ,50.7  ,143.3 ,129.8 ,77.2  ,4.4   ,8.20  , 4.47 , 17.9 , 3.90 , 5.90 ,43.3  ,4.81  , 479  ,145   , 1.90 , 17.8 , 3.30 , 2.60 , 9.20 , 2.60 , 3.50 , 3.70 , 9.5  ,0.79  ,29.64 ,0.111 ,16.0  ,3.13  ,13.5  ,0.117 ,0.272 ,456   , 89.3 ,19.3  ,4.0   , 6.8  ,1.84  , 7.38 , 23   , 86.7 , 91   ,.     , 40.0 ,.     ,0.89  ,48.1  , 16.0 ,27.0  , 8.84 ,35.9  , 0.75 ,0.22  ,17.9  ,16.3  ,0.38  ,1.76  ,11.55 ,0.15  ,10.2  ,0.20  , 0.00 , 5.46 ,1.32  ,1.43  , 6.09 ,10.47 ,0.41  ,1.31  ,14.9  , 3.7  ,1.04  , 2.7  ,0.09  ,0.47  , 7.7  ,0.30  ,758   ,0.29  , 1.43 ,1.18  , 984  , 734  , 0.06 , 0.07 , 3.74 , 0.64 , 0.96 , 1.44 ,  9.64,  5.64,0.07  , 3.10 , 14.40,  7.79, 0.07 , 2.19 , 1.20 ,  7.64,
ZG,M,2,177   ,46.8  ,130.2 ,119.2 ,84.5  ,4.3   ,7.57  , 4.12 , 19.9 , 6.00 ,10.00 ,82.9  ,5.55  , 800  ,178   , 8.50 , 36.8 , 4.50 , 3.10 , 7.60 , 2.70 , 4.40 , 5.60 ,10.4  ,0.58  ,30.19 ,0.099 ,14.2  ,5.00  ,15.1  ,0.120 ,0.281 ,466   , 67.3 ,19.0  ,3.9   , 6.8  ,1.65  , 6.45 , 17   , 76.7 ,147   ,.     , 62.5 ,.     ,1.05  ,50.8  , 15.4 ,27.8  , 6.01 ,33.8  , 0.67 ,0.32  ,20.3  ,16.8  ,0.39  ,1.19  ,11.86 ,0.25  ,12.0  ,0.34  , 0.00 , 2.79 ,0.77  ,2.17  , 3.07 ,10.85 ,0.39  ,1.40  ,15.2  , 4.5  ,1.14  , 3.8  ,0.09  ,0.77  , 8.5  ,0.53  ,351   ,0.50  , 0.00 ,2.25  , 512  , 524  , 0.59 , 0.10 , 1.37 , 0.45 , 0.83 , 0.36 ,  7.92,  6.55,0.04  , 0.92 , 10.72,  7.46, 0.35 , 0.91 , 0.60 ,  7.24,
ZG,M,3,186   ,48.8  ,136.8 ,124.5 ,80.9  ,4.4   ,7.88  , 4.29 , 18.9 , 4.95 , 7.95 ,63.1  ,5.18  , 640  ,162   , 5.20 , 27.3 , 3.90 , 2.85 , 8.40 , 2.65 , 3.95 , 4.65 ,10.0  ,0.69  ,29.92 ,0.105 ,15.1  ,4.07  ,14.3  ,0.119 ,0.277 ,461   , 78.3 ,19.2  ,4.0   , 6.8  ,1.75  , 6.92 , 20   , 81.7 ,119   ,.     , 51.3 ,.     ,0.97  ,49.5  , 15.7 ,27.4  , 7.42 ,34.9  , 0.71 ,0.27  ,19.1  ,16.6  ,0.39  ,1.48  ,11.71 ,0.20  ,11.1  ,0.27  , 0.00 , 4.13 ,1.05  ,1.80  , 4.58 ,10.66 ,0.40  ,1.35  ,15.1  , 4.1  ,1.09  , 3.3  ,0.09  ,0.62  , 8.1  ,0.42  ,555   ,0.40  , 0.71 ,1.72  , 748  , 629  , 0.33 , 0.09 , 2.56 , 0.55 , 0.90 , 0.90 ,  8.78,  6.09,0.06  , 2.01 , 12.56,  7.63, 0.21 , 1.55 , 0.90 ,  7.44,
ZG,F,1,220   ,49.5  ,170.5 ,128.9 ,85.8  ,4.5   ,7.87  ,16.11 , 56.7 , 3.40 , 9.80 ,56.6  ,4.49  , 943  ,824   , 8.00 , 38.1 , 4.10 , 4.10 ,15.90 , 5.10 ,10.00 ,10.50 ,13.0  ,0.74  ,34.17 ,0.117 ,14.5  ,3.63  ,13.3  ,0.114 ,0.246 ,442   , 89.3 ,18.0  ,3.4   , 6.6  ,1.64  ,.     ,  7   , 63.3 ,.     , 60   ,.     , 12.9 ,1.14  ,48.6  , 16.0 ,25.9  , 9.45 ,35.3  , 0.73 ,0.29  ,18.7  ,15.8  ,0.43  ,1.99  ,11.39 ,0.14  ,10.2  ,0.22  , 0.00 , 5.48 ,1.29  ,1.55  , 6.61 ,10.01 ,0.42  ,1.29  ,14.2  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZG,F,2,175   ,57.1  ,117.9 ,131.9 ,76.0  ,4.7   ,8.27  , 3.59 , 31.7 , 8.60 , 9.80 ,38.1  ,4.08  , 529  , 37   , 5.60 , 27.7 , 3.90 , 2.50 ,25.80 , 2.60 , 5.50 , 4.80 ,21.9  ,0.52  ,32.74 ,0.132 ,13.3  ,4.30  ,15.0  ,0.119 ,0.263 ,496   , 72.0 ,18.3  ,3.5   , 6.5  ,1.52  ,.     , 13   , 74.2 ,.     ,  3   ,.     ,  0.0 ,1.23  ,49.5  , 16.4 ,25.0  , 9.07 ,34.1  , 0.69 ,0.18  ,19.1  ,15.8  ,0.49  ,1.90  ,12.09 ,0.22  ,11.0  ,0.22  , 0.00 , 4.88 ,1.88  ,1.41  , 5.78 ,10.03 ,0.41  ,1.32  ,13.3  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZG,F,3,198   ,53.3  ,144.2 ,130.4 ,80.9  ,4.6   ,8.07  , 9.85 , 44.2 , 6.00 , 9.80 ,47.4  ,4.29  , 736  ,431   , 6.80 , 32.9 , 4.00 , 3.30 ,20.85 , 3.85 , 7.75 , 7.65 ,17.4  ,0.63  ,33.46 ,0.125 ,13.9  ,3.96  ,14.2  ,0.117 ,0.255 ,469   , 80.7 ,18.2  ,3.5   , 6.5  ,1.58  ,.     , 10   , 68.8 ,.     , 32   ,.     ,  6.5 ,1.19  ,49.1  , 16.2 ,25.4  , 9.26 ,34.7  , 0.71 ,0.23  ,18.9  ,15.8  ,0.46  ,1.95  ,11.74 ,0.18  ,10.6  ,0.22  , 0.00 , 5.18 ,1.58  ,1.48  , 6.20 ,10.02 ,0.41  ,1.31  ,13.8  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZG,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZG,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZG,T,3,192   ,51.0  ,140.5 ,127.5 ,80.9  ,4.5   ,7.98  , 7.07 , 31.6 , 5.48 , 8.88 ,55.2  ,4.73  , 688  ,296   , 6.00 , 30.1 , 3.95 , 3.08 ,14.63 , 3.25 , 5.85 , 6.15 ,13.7  ,0.66  ,31.69 ,0.115 ,14.5  ,4.02  ,14.2  ,0.118 ,0.266 ,465   , 79.5 ,18.7  ,3.7   , 6.7  ,1.66  ,.     , 15   , 75.2 ,.     ,.     ,.     ,.     ,1.08  ,49.3  , 16.0 ,26.4  , 8.34 ,34.8  , 0.71 ,0.25  ,19.0  ,16.2  ,0.42  ,1.71  ,11.72 ,0.19  ,10.8  ,0.25  , 0.00 , 4.65 ,1.32  ,1.64  , 5.39 ,10.34 ,0.41  ,1.33  ,14.4  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZH,M,1,188   ,65.2  ,122.8 ,139.9 ,79.4  ,4.6   ,8.77  , 2.92 , 24.2 , 4.90 , 4.50 ,43.7  ,4.76  , 542  ,139   , 2.60 , 39.3 , 4.30 , 2.80 , 9.80 , 2.20 , 1.00 , 3.80 , 8.4  ,0.74  ,28.79 ,0.107 ,88.0  ,7.53  ,12.7  ,0.104 ,0.294 ,443   , 28.3 ,20.3  ,3.4   , 4.3  ,2.05  , 6.08 ,  .   , 79.3 ,108   ,.     , 42.9 ,.     ,1.08  ,45.9  , 16.8 ,32.8  , 4.49 ,37.3  , 0.81 ,0.21  ,17.5  ,15.8  ,0.27  ,1.03  ,11.11 ,0.35  ,12.6  ,0.26  , 0.00 , 3.59 ,0.31  ,0.96  , 3.22 ,13.73 ,0.48  ,1.78  ,16.8  , 4.2  ,0.89  , 3.1  ,0.11  ,0.68  , 9.5  ,0.76  ,306   ,0.18  , 3.82 ,1.68  , 691  , 753  , 0.04 , 0.05 , 2.96 , 2.38 , 5.64 , 2.30 ,  7.75, 11.22,0.13  , 0.58 , 16.38, 15.95, 0.04 , 2.67 , 3.97 ,  9.48,
ZH,M,2,164   ,40.1  ,123.9 ,123.2 ,73.3  ,4.1   ,8.53  , 0.00 , 11.7 , 4.50 , 2.80 ,89.3  ,4.75  , 654  ,219   , 2.30 ,  0.0 , 4.90 , 3.60 , 9.70 , 2.60 , 3.70 , 4.50 ,12.0  ,0.30  ,31.86 ,0.126 ,15.1  ,3.07  ,11.3  ,0.114 ,0.291 ,461   , 90.3 ,17.7  ,4.0   , 6.1  ,2.23  , 7.04 , 17   , 86.7 ,172   ,.     , 66.7 ,.     ,1.00  ,47.5  , 17.4 ,30.1  , 5.11 ,35.2  , 0.74 ,0.13  ,18.0  ,16.7  ,0.32  ,1.25  ,11.04 ,0.26  ,12.4  ,0.27  , 0.00 , 4.43 ,0.15  ,0.84  , 4.13 ,11.29 ,0.47  ,1.87  ,16.4  , 4.0  ,0.88  , 2.7  ,0.10  ,0.43  , 6.9  ,0.30  ,526   ,0.40  ,32.63 ,1.87  , 629  , 590  , 0.25 , 0.04 , 1.97 , 0.65 , 1.98 , 0.89 ,  4.37,  5.30,0.06  , 1.31 ,  8.57,  6.88, 0.14 , 1.31 , 1.44 ,  4.84,
ZH,M,3,176   ,52.7  ,123.4 ,131.6 ,76.4  ,4.3   ,8.65  , 1.46 , 17.9 , 4.70 , 3.65 ,66.5  ,4.75  , 598  ,179   , 2.45 , 19.6 , 4.60 , 3.20 , 9.75 , 2.40 , 2.35 , 4.15 ,10.2  ,0.52  ,30.32 ,0.117 ,51.5  ,5.30  ,12.0  ,0.109 ,0.292 ,452   , 59.3 ,19.0  ,3.7   , 5.2  ,2.14  , 6.56 , 17   , 83.0 ,140   ,.     , 54.8 ,.     ,1.04  ,46.7  , 17.1 ,31.4  , 4.80 ,36.3  , 0.78 ,0.17  ,17.8  ,16.3  ,0.30  ,1.14  ,11.07 ,0.30  ,12.5  ,0.27  , 0.00 , 4.01 ,0.23  ,0.90  , 3.68 ,12.51 ,0.47  ,1.83  ,16.6  , 4.1  ,0.89  , 2.9  ,0.11  ,0.56  , 8.2  ,0.53  ,416   ,0.29  ,18.23 ,1.78  , 660  , 672  , 0.14 , 0.05 , 2.46 , 1.51 , 3.81 , 1.59 ,  6.06,  8.26,0.10  , 0.95 , 12.47, 11.41, 0.09 , 1.99 , 2.71 ,  7.16,
ZH,F,1,178   ,65.5  ,112.5 ,145.1 ,79.0  ,4.5   ,8.77  , 2.74 , 10.8 , 3.50 , 4.80 ,57.3  ,4.86  , 545  ,151   , 2.00 , 37.7 , 4.00 , 3.00 ,10.60 , 2.20 , 1.20 , 4.00 , 5.9  ,0.81  ,34.73 ,0.104 ,68.3  ,7.73  ,16.5  ,0.107 ,0.285 ,481   , 29.7 ,17.0  ,4.3   , 5.4  ,2.05  ,.     ,  .   , 70.4 ,.     , 33   ,.     ,  7.7 ,1.27  ,  .   ,   .  ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,  .   , .    , .    ,  .   , .    ,  .   , .    ,  .   ,  .   , .    , .    ,  .   ,  .   , .    , .    ,  .   ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
